img_group,mapped_txt_group,sim_i2t,sim_sym
0,3,0.09823776036500931,0.07351507991552353
1,3,0.08597151935100555,0.06638733297586441
2,3,0.09693009406328201,0.07853800803422928
3,3,0.08842337131500244,0.06851609796285629
